id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
49474,France,"This pale rosé is showing its maturity at seven years of age, its fruitiness transforming into extra richness, with touches of toast. It's a very fine wine, ripe and ready to drink.",Brut Rosé,92,66.0,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2010 Brut Rosé  (Champagne),Champagne Blend,Deutz
93185,Portugal,"Produced from the Boavista vineyard at the base of Casa Santos Lima, this wine comes from old vines. It is a serious, complex and structured wine that will develop well over many years. Dark fruits, dense tannins and really fresh acidity are integrated into a fine wine. Drink this impressive wine from 2019.",Reserva,89,,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2013 Reserva White (Lisboa),Portuguese White,Casa Santos Lima
87501,Italy,"Here'a a rather simple but well made and enjoyablewine. It has mouthwatering black-cherry flavors, with hints of bitter almond and espresso. This is easy to drink, so enjoy soon.",Torre del Falasco,87,17.0,Veneto,Valpolicella Ripasso,,Kerin O’Keefe,@kerinokeefe,Cantina Sociale della Valpantena 2011 Torre del Falasco  (Valpolicella Ripasso),Red Blend,Cantina Sociale della Valpantena
73975,France,"One of the peculiarities of St.-Émilion's classification is that Canon la Gaffelière is not classed in the top rung. Because, as this wine shows, it produces superb wines. This is ripe while so elegant, with great intensity and sweet perfumes.",,95,110.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Canon la Gaffelière 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Canon la Gaffelière
85807,Austria,"Lifted notes of Conference pear blended with creamy, balmy aloe vera create an intriguing, friendly and inviting nose, while a pleasantly bitter edge suggests some grapefruit zest. The palate is zingy, sprightly and fresh, almost belying the concentrated power at its base. Texturally this is a pleasure too, with a wonderfully ripe phenolic edge.",Hasel Alte Reben Reserve,93,14.0,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Allram 2013 Hasel Alte Reben Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Allram
120649,US,"Dry and grassy, this Sauvignon Blanc has citrus, fig and spice flavors, brightened with crisp acidity. There's a lot of that gooseberry, feline thing.",,86,28.0,California,Dry Creek Valley,Sonoma,,,Stephen & Walker 2007 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Stephen & Walker
43228,Portugal,"The wine is juicy with soft tannins. It has elevated acidity as well as delicious red-berry flavors, along with touches of wood aging. It could age for another few months and will be better in 2018.",Lobo e Falcão Reserva,87,25.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2015 Lobo e Falcão Reserva Red (Tejo),Portuguese Red,Quinta do Casal Branco
59587,US,"Notes of vanilla, macerated wild berries and leather lead onto the medium-full, ripe-feeling palate. A note of Nilla wafer surfaces on the finish.",,86,24.0,Virginia,Shenandoah Valley,,,,Bluestone 2011 Petit Verdot (Shenandoah Valley),Petit Verdot,Bluestone
127289,Argentina,"Smoky blackberry aromas introduce a blocky, ripe, chewy palate with full-force weight, extraction and tannins. Bold flavors of baking spices, clove, blackberry and plum end with chocolaty notes. This is a ripe, globular wine with definition and clarity to go with powerful, ripe flavors. Drink through 2024.",Reserva,92,40.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Las Vertientes 2013 Reserva Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Las Vertientes
24534,US,"This has sweet-tasting flavors of blueberry jam, milk chocolate and raspberry-cinnamon granola, wrapped into smooth, soft tannins.",Trail Boss,86,11.0,California,Paso Robles,Central Coast,,,Purple Cowboy 2010 Trail Boss Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Purple Cowboy
20465,France,Red currants dominate this textured rosé that has a mineral element along with its fresh fruit and tight acidity. The aftertaste is brilliant with crispness.,Terrisses,85,14.0,Southwest France,Gaillac,,Roger Voss,@vossroger,Domaine des Terrisses 2014 Terrisses Rosé (Gaillac),Rosé,Domaine des Terrisses
95314,Italy,"This delicious and spicy dessert wine from Montepulciano offers a fragrance of dried apricots, honey, spice and walnut. The palate delivers orange peel, ripe peach, walnut, cinnamon and maple syrup notes with a hint of lemon drop. This isn't sticky sweet, and has a fresh quality that gives it great energy.",Dolce Sinfonia,91,45.0,Tuscany,Vin Santo di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Bindella 2008 Dolce Sinfonia  (Vin Santo di Montepulciano),White Blend,Bindella
8309,Austria,"Flint and yeast vie with each other to give the first impression of this rich wine. The palate backs this up with concentration and a fluid, soft but defined texture. There is a streamline of lemon freshness at the core. This is like a powerful beast that has barely flexed its muscle. Let it come towards you.",Hundsleiten Reserve,92,34.0,Weinviertel,,,Anne Krebiehl MW,@AnneInVino,R&A; Pfaffl 2015 Hundsleiten Reserve Grüner Veltliner (Weinviertel),Grüner Veltliner,R&A; Pfaffl
14334,US,"Comprised of multiple clones from five different vineyards, this exceptional value includes a rich cohesive core of purple fruits, amplified with barrel flavors of toasted coconut and bright spice. Everything is beautifully focused across the full palate, and even after being open for a full 24 hours, the wine tastes fresh and delicious.",Confero,92,29.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Aberrant Cellars 2014 Confero Pinot Noir (Willamette Valley),Pinot Noir,Aberrant Cellars
42209,US,"Drizzles of honey coat the bounty of sun-kissed tangerines, apples and pears in this lip smackingly sweet Riesling ice wine. Dusty mineral tones and a welcome bite of astringency frame a long, meandering finish.",Ice,88,39.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Lamoreaux Landing 2014 Ice Riesling (Finger Lakes),Riesling,Lamoreaux Landing
8507,Spain,"Opens somewhat clipped and choppy, with citrusy aromas mixed with red fruits. The palate is healthy, lean and acidic, with bright plum and berry flavors softened by some creamy vanilla. A solid wine with punch, acidity and a good finish.",Reserva,86,19.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Ramón Bilbao 2005 Reserva  (Rioja),Tempranillo Blend,Ramón Bilbao
89342,US,"This wonderfully refreshing, dry Riesling is redolent of ripe honeydew melon and freshly pressed Granny Smith apples. Lime and a nice steely backbone combine mid-palate with the sour tang of lemon drops and a lingering bitter almond finish.",Dry,87,18.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Glenora 2008 Dry Riesling (Finger Lakes),Riesling,Glenora
78648,US,Chalky mineral tones persist throughout this brisk light-bodied Sauvignon Blanc. It's lean in profile with delicate lemon and cantaloupe flavors. The finish is refreshingly citrus.,,87,19.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Raphael 2016 Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,Raphael
69852,US,"This blend of 55% Roussanne and 45% Grenache Blanc offers broad aromas of cooked apples, honeydew melon and peach custard. The palate is tighter, with seared green apples, lemon rind and yellow grapefruit zest, then slowly opens more tropically, with banana elements. This is a full-bodied white wine.",Enchante Curtis Vineyard,88,28.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Andrew Murray 2014 Enchante Curtis Vineyard White (Santa Ynez Valley),Rhône-style White Blend,Andrew Murray
20099,US,"Copper-orange-pink in color, this wonderfully summery wine offers tart citrus and gravelly minerality, a taste of wet stone coated in just the right amount of sweetness.",Vin Gris of,88,28.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,La Pitchoune 2015 Vin Gris of Pinot Noir (Sonoma Coast),Pinot Noir,La Pitchoune
28700,Italy,"Aromas of oak, dill and citrus lead the way. On the medium-bodied palate, butterscotch and other oak-driven spice sensations dominate candied nectarine zest and yellow apple.",Brolettino,87,30.0,Lombardy,Lugana,,Kerin O’Keefe,@kerinokeefe,Cà dei Frati 2014 Brolettino  (Lugana),Turbiana,Cà dei Frati
103335,Australia,"The wine looks a touch amber-like at the rim, with aromas of butterscotch and cracked pepper. The flavors carry a bruised-fruit character, and the wine seems a bit flabby on the palate. Not up to this project's usual high standards.",Lieu Dit Malakoff,82,30.0,Victoria,Pyrenees,,Joe Czerwinski,@JoeCz,Domaine Terlato & Chapoutier 2009 Lieu Dit Malakoff Viognier (Pyrenees),Viognier,Domaine Terlato & Chapoutier
29717,US,"From great farmers and a great site, this wine somehow never comes fully to life, offering a muted taste of cherry and strawberry around minty dollops of earth and dried herb.",Sangiacomo Vineyard,86,69.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Acacia 2013 Sangiacomo Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Acacia
115873,New Zealand,"This wine boasts subtle black cherries and plums, framed in a bed of toasty, mocha-tinged oak. It's rich and silky, with a discreet dusting of cocoa on the long finish.",,91,39.0,Marlborough,,,Joe Czerwinski,@JoeCz,Cloudy Bay 2013 Pinot Noir (Marlborough),Pinot Noir,Cloudy Bay
8655,US,"Complex in Middle Eastern and baking spices, Occasio's Petite Sirah is meant to be a tribute to the Livermore Valley's early days of viticultural promise and it delivers in a modern way. With a juicy mouthfeel of red and black fruit, it retains vibrant acidity and finishes long.",Del Arroyo Vineyard,89,35.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Occasio 2010 Del Arroyo Vineyard Petite Sirah (Livermore Valley),Petite Sirah,Occasio
3128,US,"With sweet oak, buttered toast, vanilla, pineapple and mango flavors, this is an easy Chardonnay to drink now. The price is good for a Chard this rich and creamy.",,84,10.0,California,California,California Other,,,Guenoc 2012 Chardonnay (California),Chardonnay,Guenoc
72414,France,"This organic Chardonnay offers notes of soft pear, grass and citrus on the nose, while sweet citrus oil dominates the medium- weight mouth. A touch of melon rind unfolds on the short finish. Easy to drink, and drink now.",O Made From Organic Grapes,85,18.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Gilles Louvet 2010 O Made From Organic Grapes Chardonnay (Pays d'Oc),Chardonnay,Gilles Louvet
75886,Italy,"Intense aromas of thyme, white spring flower, citrus and exotic fruit lead the nose. On the soft palate, a frothy mousse frames white grapefruit, sage, apricot and yellow peach. Fresh acidity lifts the rich flavors.",La Caliera,88,14.0,Piedmont,Moscato d'Asti,,Kerin O’Keefe,@kerinokeefe,Borgo Maragliano 2015 La Caliera  (Moscato d'Asti),Moscato,Borgo Maragliano
94386,US,"This plushly textured and luxuriously ripe wine has soothing baking spice aromas, soft plum and blackberry syrup flavors and a medium body. Moderate tannins boosted by 11% Petite Sirah are well integrated and make for a velvety mouthfeel.",,90,19.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Hess Select 2015 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Hess Select
8673,France,"A red-fruit-dominated rosé that is full of bright fruits and a smooth texture. It has acidity to balance the ripe nature of the wine. This style is really for food, ripe and rich in the mouth.",Les Villots,88,24.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Jean Reverdy et Fils 2015 Les Villots Rosé (Sancerre),Rosé,Jean Reverdy et Fils
2898,Italy,"Aromas of tobacco leaf, wet soil, mature plum, resin and a whiff of barnyard lead the nose on this full-bodied wine. The palate offers dried prune layered with notes of chocolate and grilled sage. The fleeting finish closes on a rather bitter note.",,86,65.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Villa Girardi 2010  Amarone della Valpolicella Classico,Red Blend,Villa Girardi
103891,US,"Soft and smooth, this rare variety offers moderate structure and full-bodied aspects of forest floor and cardamom spice. Ripe, red fruit rules the finish, which spikes in heat.",,88,42.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,August Briggs 2014 Pinot Meunier (Russian River Valley),Pinot Meunier,August Briggs
3672,US,"Honey-sweet in orange and vanilla flavors, this wine has a good backbone of acidity that makes it crisp and clean. Drink it with vanilla desserts or even cheesecake.",,84,8.0,California,California,California Other,,,Redtree 2009 Moscato (California),Moscato,Redtree
98602,Italy,"Citrus, spring blossom and apple aromas follow over to the straightforward easygoing palate along with peach and a candied note. Lively acidity provides the backdrop.",,86,17.0,Veneto,Prosecco,,Kerin O’Keefe,@kerinokeefe,Avissi NV  Prosecco,Glera,Avissi
15071,US,"Gianelli's first attempt with this Italian variety is all that one expects from an Aglianico that is meant to be deep, dark and dense, all chocolate and cherries, tight yet bright. Save it a few years for when you're next having osso bucco.",,89,28.0,California,Tuolumne County,Sierra Foothills,Virginie Boone,@vboone,Gianelli 2009 Aglianico (Tuolumne County),Aglianico,Gianelli
90573,Chile,"Briny citrus, green melon, bell pepper and grassy aromas are 100% coastal Chile. This has a citrusy yet round palate that's lively but not overtly complex. Salty, briny flavors of lime and white grapefruit ride through the finish.",Specialties,88,18.0,San Antonio,,,Michael Schachner,@wineschach,Santa Carolina 2014 Specialties Sauvignon Blanc (San Antonio),Sauvignon Blanc,Santa Carolina
104737,France,"This is rich and soft, with sweet red fruits and some acidity. It's full-bodied and should fair well with food.",Cuvée Carolle,85,13.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine de la Sauveuse 2011 Cuvée Carolle Rosé (Côtes de Provence),Rosé,Domaine de la Sauveuse
